date,temperature_max,temperature_min,precipitation_sum,windspeed_max,weather_code
2013-11-17,9.3,4.2,0.0,8.7,3
2013-11-18,9.7,4.6,0.5,13.9,51
2013-11-19,5.5,-1.3,0.0,17.1,2
2013-11-20,8.0,-1.7,3.8,29.7,55
2013-11-21,7.9,4.3,1.4,31.0,53
2013-11-22,6.8,2.7,0.0,22.5,3
2013-11-23,6.0,1.2,0.0,13.8,3
2013-11-24,6.6,-0.3,0.0,13.7,3
2013-11-25,5.7,0.3,0.0,11.5,3
2013-11-26,6.9,-1.7,0.0,9.6,3
2013-11-27,9.6,1.8,0.0,11.3,3
2013-11-28,8.8,6.9,0.0,12.0,3
2013-11-29,9.9,6.2,0.4,20.1,51
2013-11-30,7.3,2.1,0.0,17.9,3
2013-12-01,8.1,0.4,0.0,8.7,3
2013-12-02,8.0,1.0,0.0,9.0,3
2013-12-03,6.1,-1.1,0.0,10.5,3
2013-12-04,8.1,0.2,0.0,14.1,3
2013-12-05,10.0,0.0,0.0,34.9,3
2013-12-06,8.7,2.5,0.0,15.2,3
2013-12-07,8.8,3.6,0.0,14.9,3
2013-12-08,10.2,7.2,0.0,20.0,3
2013-12-09,9.8,3.9,0.0,15.9,3
2013-12-10,9.6,3.8,0.0,14.0,2
2013-12-11,9.2,1.4,0.0,13.6,3
2013-12-12,12.3,5.1,0.7,15.7,51
2013-12-13,12.4,6.7,4.5,23.2,61
2013-12-14,11.4,4.6,3.2,36.0,55
2013-12-15,12.9,6.8,5.9,31.1,61
2013-12-16,12.9,7.1,2.6,31.6,53
2013-12-17,7.3,3.5,0.9,7.7,51
2013-12-18,10.3,2.9,17.8,44.9,63
2013-12-19,7.3,3.5,1.8,23.0,53
2013-12-20,10.0,3.6,1.7,36.3,55
2013-12-21,11.2,7.2,7.9,37.2,61
2013-12-22,7.3,4.6,3.8,29.5,53
2013-12-23,11.6,4.9,20.0,47.5,63
2013-12-24,12.0,5.1,11.7,46.3,63
2013-12-25,7.1,3.5,2.6,18.7,53
2013-12-26,7.5,0.9,0.8,37.8,51
2013-12-27,11.0,5.5,5.0,46.1,61
2013-12-28,6.9,1.5,0.0,22.8,3
2013-12-29,8.4,1.2,0.2,28.9,51
2013-12-30,10.3,6.3,11.1,44.0,61
2013-12-31,9.4,5.7,4.5,30.6,61
2014-01-01,11.0,5.7,13.6,42.9,63
2014-01-02,9.5,5.6,2.5,33.9,55
2014-01-03,10.2,6.7,2.0,35.8,53
2014-01-04,7.3,3.1,8.6,25.5,55
2014-01-05,12.1,1.9,3.8,34.2,53
2014-01-06,12.0,8.8,3.1,35.7,61
2014-01-07,10.3,8.4,0.7,30.2,51
2014-01-08,11.1,7.0,7.0,24.5,61
2014-01-09,11.1,4.9,3.7,26.1,53
2014-01-10,8.8,3.9,1.3,17.7,51
2014-01-11,7.7,-1.1,0.8,17.7,51
2014-01-12,9.2,-1.9,6.0,25.5,61
2014-01-13,8.1,3.8,0.5,21.9,51
2014-01-14,7.5,0.6,3.3,25.3,53
2014-01-15,10.7,8.1,7.6,24.0,61
2014-01-16,8.6,5.4,1.5,21.6,53
2014-01-17,8.6,4.6,0.0,22.0,3
2014-01-18,8.7,4.4,8.1,26.3,61
2014-01-19,6.9,2.4,1.3,12.3,51
2014-01-20,7.1,0.6,0.0,9.4,3
2014-01-21,8.6,0.1,5.2,24.2,55
2014-01-22,9.1,4.8,1.0,22.2,53
2014-01-23,7.6,3.1,1.0,22.4,53
2014-01-24,8.7,3.4,9.9,18.1,55
2014-01-25,10.3,5.0,1.0,41.1,53
2014-01-26,9.6,3.6,7.8,33.7,61
2014-01-27,7.0,2.9,1.6,26.6,53
2014-01-28,7.2,4.4,1.8,24.8,53
2014-01-29,5.1,3.3,2.4,16.8,51
2014-01-30,4.1,2.7,0.4,17.2,51
2014-01-31,9.2,1.8,11.3,33.5,61
2014-02-01,8.6,2.8,3.9,37.4,55
2014-02-02,8.3,4.6,0.8,31.4,53
2014-02-03,7.8,5.8,2.0,32.0,55
2014-02-04,7.7,3.0,8.2,42.8,61
2014-02-05,8.9,5.7,14.5,43.3,61
2014-02-06,7.1,5.1,8.3,33.9,55
2014-02-07,7.9,3.2,9.6,33.0,61
2014-02-08,8.4,6.1,7.0,41.4,61
2014-02-09,6.9,3.3,7.0,40.0,55
2014-02-10,7.8,0.6,0.7,21.5,53
2014-02-11,6.8,2.7,9.2,33.2,63
2014-02-12,7.5,3.5,9.9,47.9,63
2014-02-13,6.8,2.9,0.6,33.5,51
2014-02-14,11.0,2.4,8.9,47.1,55
2014-02-15,8.8,4.7,4.9,48.6,61
2014-02-16,8.5,1.5,0.0,15.0,3
2014-02-17,8.6,4.9,3.2,28.1,53
2014-02-18,9.4,5.1,1.7,15.8,51
2014-02-19,9.9,4.7,1.2,19.7,53
2014-02-20,10.1,4.2,3.1,29.6,53
2014-02-21,7.9,3.4,1.3,29.0,55
2014-02-22,9.9,4.8,0.0,26.3,3
2014-02-23,11.3,8.6,0.0,36.7,3
2014-02-24,10.9,8.3,1.4,31.1,51
2014-02-25,10.0,5.5,6.8,31.9,61
2014-02-26,9.5,4.3,0.0,25.7,3
2014-02-27,8.7,3.7,6.1,35.7,61
2014-02-28,6.1,2.8,7.1,29.5,61
2014-03-01,8.1,-0.4,0.0,12.9,3
2014-03-02,8.7,4.0,8.6,33.0,63
2014-03-03,8.6,1.6,3.2,15.0,61
2014-03-04,9.2,2.0,0.0,15.5,3
2014-03-05,10.5,0.1,0.0,15.5,3
2014-03-06,9.8,6.2,0.1,22.1,51
2014-03-07,13.3,4.2,1.3,23.8,51
2014-03-08,13.5,4.1,0.0,24.2,3
2014-03-09,15.4,5.6,0.0,17.2,1
2014-03-10,12.0,3.7,0.0,19.4,3
2014-03-11,10.0,2.6,0.0,20.0,3
2014-03-12,13.5,1.9,0.0,12.2,3
2014-03-13,11.3,3.2,0.0,9.2,3
2014-03-14,11.4,0.5,0.0,16.6,3
2014-03-15,12.9,5.9,0.0,22.7,3
2014-03-16,13.4,5.3,0.0,17.1,3
2014-03-17,10.7,5.7,0.0,18.9,3
2014-03-18,12.1,6.6,0.5,32.0,51
2014-03-19,12.4,6.3,0.0,25.0,3
2014-03-20,12.0,5.7,5.4,36.3,61
2014-03-21,9.8,3.6,2.9,27.2,55
2014-03-22,8.6,2.9,3.1,26.7,55
2014-03-23,8.6,2.8,0.2,24.9,51
2014-03-24,8.5,-1.8,2.0,29.6,53
2014-03-25,10.6,4.9,5.1,22.7,61
2014-03-26,8.2,2.5,0.2,15.9,51
2014-03-27,8.8,1.9,1.7,17.3,51
2014-03-28,9.5,2.2,7.0,19.8,63
2014-03-29,15.5,6.2,1.6,23.7,53
2014-03-30,17.4,5.9,0.0,17.1,3
2014-03-31,15.7,7.2,6.5,16.1,63
2014-04-01,14.9,4.3,0.8,12.2,53
2014-04-02,16.9,10.3,1.3,18.4,53
2014-04-03,15.5,7.8,9.8,16.1,61
2014-04-04,12.9,7.6,0.0,17.2,3
2014-04-05,13.0,7.2,2.6,23.3,53
2014-04-06,13.4,11.1,6.1,30.0,61
2014-04-07,12.2,7.3,7.0,31.9,61
2014-04-08,11.5,5.6,0.2,24.7,51
2014-04-09,11.9,5.5,0.0,15.2,3
2014-04-10,11.7,5.6,0.0,12.4,3
2014-04-11,13.0,4.2,0.0,11.6,3
2014-04-12,11.4,5.7,0.0,24.6,3
2014-04-13,14.1,5.2,0.0,16.9,3
2014-04-14,13.5,5.6,0.0,16.2,2
2014-04-15,13.8,4.4,0.0,13.0,1
2014-04-16,14.3,3.2,0.0,14.1,2
2014-04-17,14.8,4.2,0.0,19.0,3
2014-04-18,12.1,5.4,0.0,16.8,3
2014-04-19,12.0,1.8,0.0,17.8,3
2014-04-20,13.3,4.9,16.8,30.3,63
2014-04-21,16.3,6.8,2.8,16.6,53
2014-04-22,13.8,8.8,8.7,16.5,61
2014-04-23,12.3,8.1,5.3,23.7,53
2014-04-24,14.3,5.2,0.1,7.3,51
2014-04-25,12.3,7.5,7.3,15.6,61
2014-04-26,13.2,8.0,10.5,31.7,61
2014-04-27,14.6,8.3,6.2,23.1,61
2014-04-28,14.9,8.0,1.1,18.5,51
2014-04-29,15.7,5.2,1.1,9.5,53
2014-04-30,15.6,6.6,0.5,15.0,51
2014-05-01,14.9,9.5,5.4,15.8,55
2014-05-02,12.2,8.1,0.1,17.7,51
2014-05-03,12.4,4.6,0.0,11.9,3
2014-05-04,14.2,7.2,0.0,12.9,3
2014-05-05,16.0,5.2,3.5,24.5,55
2014-05-06,14.4,9.4,4.2,20.6,55
2014-05-07,14.0,9.3,2.2,31.9,53
2014-05-08,13.3,10.1,2.1,25.5,53
2014-05-09,13.8,9.8,1.8,31.2,55
2014-05-10,13.5,9.6,7.6,43.6,55
2014-05-11,12.2,8.5,2.2,34.0,51
2014-05-12,13.3,7.4,3.2,21.1,61
2014-05-13,15.0,6.4,3.0,20.3,61
2014-05-14,16.4,5.9,0.0,11.5,3
2014-05-15,17.7,7.4,0.0,9.5,3
2014-05-16,19.8,10.9,0.0,7.3,3
2014-05-17,19.7,10.3,0.0,14.4,3
2014-05-18,19.9,9.4,0.0,18.8,3
2014-05-19,21.0,11.0,1.9,21.5,53
2014-05-20,18.0,10.8,5.9,19.8,55
2014-05-21,18.4,7.6,0.0,11.9,3
2014-05-22,16.3,11.0,17.0,16.1,63
2014-05-23,14.0,10.9,13.2,23.7,61
2014-05-24,13.3,9.3,14.0,17.3,61
2014-05-25,15.0,10.0,1.6,24.3,51
2014-05-26,16.2,7.5,0.6,11.9,51
2014-05-27,17.5,11.0,5.3,15.8,61
2014-05-28,14.5,9.8,5.0,17.0,53
2014-05-29,15.9,11.4,6.2,18.5,61
2014-05-30,16.2,11.9,0.0,17.7,3
2014-05-31,17.5,10.9,0.1,9.8,51
2014-06-01,17.4,9.8,0.0,15.2,3
2014-06-02,16.6,10.3,1.4,12.3,51
2014-06-03,15.7,11.9,0.0,15.6,3
2014-06-04,12.0,9.8,16.8,23.4,61
2014-06-05,15.7,8.8,0.3,19.7,51
2014-06-06,21.2,9.0,0.1,22.7,51
2014-06-07,18.8,13.6,13.6,18.4,63
2014-06-08,19.5,12.1,0.7,21.8,53
2014-06-09,20.2,13.0,3.9,13.0,61
2014-06-10,18.1,12.2,1.9,26.4,53
2014-06-11,18.0,11.7,0.0,16.4,3
2014-06-12,21.2,9.4,0.0,8.6,3
2014-06-13,21.8,11.4,0.0,8.9,3
2014-06-14,21.2,13.7,1.1,16.7,55
2014-06-15,19.8,13.3,0.1,15.5,51
2014-06-16,18.0,13.5,0.0,19.5,3
2014-06-17,19.2,10.3,0.0,21.3,3
2014-06-18,20.8,13.1,0.0,16.5,3
2014-06-19,21.4,14.3,0.0,16.1,3
2014-06-20,20.0,12.2,0.0,10.7,3
2014-06-21,19.5,12.2,0.0,10.8,3
2014-06-22,22.0,12.7,0.0,11.6,3
2014-06-23,22.4,14.9,0.0,12.3,3
2014-06-24,21.1,13.4,0.0,15.7,3
2014-06-25,20.0,13.2,0.0,14.0,3
2014-06-26,20.2,10.9,2.2,18.3,53
2014-06-27,18.0,13.0,6.4,17.9,63
2014-06-28,18.2,11.3,8.2,13.4,61
2014-06-29,17.5,11.8,0.4,11.9,51
2014-06-30,18.9,11.0,1.5,11.7,55
2014-07-01,20.4,11.6,0.0,14.1,2
2014-07-02,21.8,10.5,0.0,14.7,3
2014-07-03,21.1,12.8,0.0,21.2,3
2014-07-04,20.3,15.3,1.3,27.6,53
2014-07-05,20.1,14.3,2.8,17.9,53
2014-07-06,18.6,10.4,0.0,19.8,3
2014-07-07,18.5,11.5,5.3,14.1,63
2014-07-08,18.0,10.7,5.9,15.6,61
2014-07-09,19.1,11.4,0.0,23.0,3
2014-07-10,22.4,11.5,0.0,14.1,3
2014-07-11,22.7,13.6,0.0,10.1,3
2014-07-12,21.9,13.3,0.1,18.6,51
2014-07-13,20.6,14.7,1.8,17.8,53
2014-07-14,19.8,11.8,0.0,22.3,3
2014-07-15,20.9,15.2,0.3,17.3,51
2014-07-16,21.9,11.9,0.6,17.6,51
2014-07-17,26.2,13.9,0.0,15.6,3
2014-07-18,24.2,18.4,2.4,23.5,61
2014-07-19,22.7,15.9,13.0,10.5,63
2014-07-20,22.6,13.9,0.4,12.8,51
2014-07-21,22.7,14.9,0.0,12.7,3
2014-07-22,24.7,14.3,0.0,11.4,1
2014-07-23,24.6,15.2,0.1,21.1,51
2014-07-24,26.9,15.7,0.0,18.9,1
2014-07-25,25.6,15.0,2.0,15.7,61
2014-07-26,25.7,14.9,0.0,12.1,3
2014-07-27,22.3,16.2,0.0,18.7,3
2014-07-28,22.5,14.1,0.1,11.9,51
2014-07-29,22.9,14.1,0.0,16.9,3
2014-07-30,22.3,13.3,0.0,18.3,3
2014-07-31,21.2,13.8,0.8,20.1,51
2014-08-01,21.4,15.4,10.2,20.2,63
2014-08-02,20.1,13.7,9.7,23.9,63
2014-08-03,19.1,12.7,0.4,21.7,51
2014-08-04,20.2,12.8,0.0,13.4,2
2014-08-05,21.2,13.0,10.1,19.8,61
2014-08-06,21.5,15.9,9.1,19.6,63
2014-08-07,21.2,12.4,0.0,9.5,3
2014-08-08,21.2,12.2,1.6,12.6,53
2014-08-09,19.4,13.4,0.9,21.6,51
2014-08-10,18.1,13.8,11.2,36.4,63
2014-08-11,16.8,13.4,1.9,28.8,53
2014-08-12,16.7,12.5,1.5,23.7,53
2014-08-13,18.7,12.1,0.2,20.6,51
2014-08-14,17.7,12.8,7.0,16.1,63
2014-08-15,18.4,10.3,0.3,13.9,51
2014-08-16,17.3,10.7,0.0,24.4,3
2014-08-17,17.4,13.0,0.0,25.3,3
2014-08-18,17.6,11.0,0.7,18.6,51
2014-08-19,16.3,10.1,1.2,16.6,53
2014-08-20,16.1,7.3,0.0,15.5,3
2014-08-21,16.3,7.0,0.8,22.8,51
2014-08-22,17.0,11.0,0.9,18.2,51
2014-08-23,16.3,8.3,0.1,17.8,51
2014-08-24,16.5,7.5,0.0,12.9,3
2014-08-25,17.9,12.1,11.5,18.1,61
2014-08-26,18.0,14.1,8.4,24.6,61
2014-08-27,18.4,12.6,0.4,23.4,51
2014-08-28,19.0,14.7,0.5,21.6,51
2014-08-29,17.8,13.9,0.8,28.2,51
2014-08-30,17.9,13.1,0.1,26.4,51
2014-08-31,18.3,11.8,0.0,15.3,3
2014-09-01,19.6,13.3,1.1,18.4,51
2014-09-02,20.2,10.5,0.0,12.9,3
2014-09-03,21.8,14.5,0.0,12.4,3
2014-09-04,20.2,12.1,0.0,15.6,3
2014-09-05,20.7,15.8,0.1,8.1,51
2014-09-06,20.1,15.0,0.6,7.6,51
2014-09-07,18.8,12.5,0.0,12.3,3
2014-09-08,19.5,9.5,0.0,11.2,3
2014-09-09,20.4,10.0,0.0,8.0,3
2014-09-10,19.9,10.6,0.0,10.4,3
2014-09-11,19.2,10.0,0.0,12.1,3
2014-09-12,19.1,13.3,0.0,15.4,3
2014-09-13,19.2,12.5,0.0,14.8,3
2014-09-14,19.7,11.1,0.0,19.0,3
2014-09-15,18.9,13.5,0.0,16.2,3
2014-09-16,22.1,13.2,0.3,15.7,51
2014-09-17,21.5,14.0,0.0,24.1,3
2014-09-18,23.1,15.1,8.4,18.7,63
2014-09-19,20.0,15.1,3.3,12.7,55
2014-09-20,19.2,14.8,1.7,12.9,51
2014-09-21,17.8,12.2,0.0,17.4,3
2014-09-22,18.3,9.6,0.0,8.9,3
2014-09-23,16.5,8.9,0.0,15.8,3
2014-09-24,17.0,11.1,0.6,16.2,51
2014-09-25,17.8,7.8,0.0,23.2,3
2014-09-26,18.7,15.4,0.0,16.4,3
2014-09-27,19.6,13.2,0.0,6.6,3
2014-09-28,21.5,12.9,0.0,7.6,3
2014-09-29,19.0,12.9,0.3,10.6,51
2014-09-30,19.8,12.7,0.0,17.8,3
2014-10-01,18.5,14.1,0.0,17.2,3
2014-10-02,18.8,11.7,0.0,11.6,3
2014-10-03,18.6,12.8,0.0,21.1,3
2014-10-04,14.9,7.9,7.8,24.8,61
2014-10-05,15.1,5.8,0.0,19.5,3
2014-10-06,14.6,9.2,19.5,37.0,63
2014-10-07,12.5,7.9,4.2,24.9,61
2014-10-08,15.5,9.5,2.5,26.6,61
2014-10-09,14.6,11.3,1.3,31.2,55
2014-10-10,15.8,9.3,0.1,19.1,51
2014-10-11,14.3,7.8,1.8,15.4,53
2014-10-12,12.4,4.8,2.3,22.4,53
2014-10-13,11.4,10.4,20.2,29.5,61
2014-10-14,11.5,10.3,7.2,21.5,53
2014-10-15,14.1,10.7,4.1,19.1,55
2014-10-16,16.8,9.9,7.5,15.4,61
2014-10-17,17.6,13.0,4.2,32.3,63
2014-10-18,17.8,16.1,1.2,30.0,53
2014-10-19,17.1,13.4,0.0,30.6,3
2014-10-20,14.6,11.7,0.0,23.2,3
2014-10-21,13.9,8.5,1.3,36.6,53
2014-10-22,13.0,7.9,0.7,19.8,51
2014-10-23,15.3,11.4,0.2,24.6,51
2014-10-24,14.8,10.3,0.7,18.2,51
2014-10-25,14.4,9.0,0.1,24.2,51
2014-10-26,14.7,11.0,0.0,26.8,3
2014-10-27,16.9,12.1,0.0,27.2,3
2014-10-28,18.1,12.2,0.0,22.5,3
2014-10-29,15.2,10.9,2.7,12.7,55
2014-10-30,17.1,13.9,0.0,17.0,3
2014-10-31,19.7,14.4,0.0,23.9,3
2014-11-01,16.9,12.0,0.8,32.2,51
2014-11-02,14.3,9.4,8.8,31.9,61
2014-11-03,10.3,7.9,3.9,23.1,55
2014-11-04,9.9,3.3,3.4,12.5,55
2014-11-05,10.0,4.7,0.0,19.6,3
2014-11-06,12.6,2.5,0.7,30.3,51
2014-11-07,12.9,7.9,11.8,34.5,61
2014-11-08,11.6,7.2,8.3,29.9,61
2014-11-09,11.4,5.6,0.0,12.1,3
2014-11-10,12.1,6.5,3.5,27.0,61
2014-11-11,11.6,10.3,9.8,27.6,61
2014-11-12,11.8,9.4,2.2,23.0,53
2014-11-13,13.2,9.2,0.9,39.3,51
2014-11-14,12.7,9.2,4.4,30.2,61
2014-11-15,12.0,6.3,0.0,13.5,3
2014-11-16,11.0,8.0,0.0,16.4,3
2014-11-17,9.5,7.8,4.7,18.2,53
2014-11-18,11.1,6.3,0.0,17.8,3
2014-11-19,11.2,7.4,1.1,20.0,53
2014-11-20,10.3,7.8,0.0,13.7,3
2014-11-21,10.9,7.4,7.9,18.9,61
2014-11-22,13.5,8.3,3.6,18.9,53
2014-11-23,9.0,2.4,3.3,12.5,53
2014-11-24,7.6,0.5,0.0,9.0,3
2014-11-25,6.0,-1.0,6.0,15.0,53
2014-11-26,7.0,5.5,2.7,14.7,53
2014-11-27,9.2,6.4,2.8,15.2,53
2014-11-28,11.8,8.2,0.7,21.1,53
2014-11-29,12.7,7.3,2.0,14.0,61
2014-11-30,10.9,6.1,0.0,14.8,3
2014-12-01,8.1,6.5,0.1,14.2,51
2014-12-02,8.1,3.0,0.0,25.2,3
2014-12-03,6.1,1.0,0.0,19.1,3
2014-12-04,5.1,2.9,0.0,14.6,3
2014-12-05,7.0,1.4,0.2,15.8,51
2014-12-06,7.1,-0.3,0.0,14.7,3
2014-12-07,9.8,3.5,1.7,24.0,53
2014-12-08,6.1,2.0,0.1,19.5,51
2014-12-09,10.9,-0.8,0.9,32.1,53
2014-12-10,11.2,5.7,0.1,31.0,51
2014-12-11,7.7,5.6,1.7,30.3,51
2014-12-12,9.8,2.4,9.8,42.0,63
2014-12-13,5.2,-1.1,0.0,10.9,3
2014-12-14,8.6,1.4,1.7,25.5,53
2014-12-15,8.1,2.2,0.3,15.6,51
2014-12-16,7.4,0.0,4.4,19.8,61
2014-12-17,11.5,7.6,5.4,26.2,61
2014-12-18,11.6,10.7,0.2,32.4,51
2014-12-19,11.1,6.1,2.5,30.2,53
2014-12-20,8.7,5.2,0.0,23.3,3
2014-12-21,10.7,5.2,0.0,29.3,3
2014-12-22,11.1,10.2,0.0,33.0,3
2014-12-23,11.3,10.2,0.0,29.4,3
2014-12-24,11.4,5.2,1.0,27.8,53
2014-12-25,7.3,1.7,0.0,14.1,3
2014-12-26,8.7,-0.3,7.2,28.0,61
2014-12-27,7.3,1.8,0.0,32.6,3
2014-12-28,4.1,-0.7,0.0,18.4,3
2014-12-29,4.2,-3.5,0.0,10.5,3
2014-12-30,5.6,-2.8,0.0,12.0,3
2014-12-31,8.0,0.7,0.0,19.3,3
2015-01-01,12.1,7.3,1.5,33.4,53
2015-01-02,12.3,4.3,0.5,32.6,51
2015-01-03,9.2,3.4,11.8,21.7,61
2015-01-04,5.6,1.1,0.0,14.2,3
2015-01-05,9.5,6.0,0.0,15.3,3
2015-01-06,9.2,3.8,0.2,23.2,51
2015-01-07,10.3,4.4,0.0,29.5,3
2015-01-08,11.1,6.3,6.7,28.0,61
2015-01-09,13.0,8.0,2.2,42.8,53
2015-01-10,12.1,3.9,0.5,44.9,51
2015-01-11,8.4,3.6,0.0,30.5,3
2015-01-12,10.6,7.6,8.2,35.9,61
2015-01-13,10.6,2.3,5.1,29.8,53
2015-01-14,8.7,1.8,3.6,40.6,71
2015-01-15,10.6,4.1,10.1,46.1,63
2015-01-16,6.0,-0.9,0.5,30.8,51
2015-01-17,5.2,-1.7,0.3,18.0,51
2015-01-18,4.1,-0.7,1.7,17.7,51
2015-01-19,3.2,-2.7,0.0,17.3,3
2015-01-20,4.3,-2.1,2.6,24.1,71
2015-01-21,5.5,0.4,3.2,18.9,51
2015-01-22,4.0,1.3,0.0,12.3,3
2015-01-23,7.4,-0.9,1.6,24.3,53
2015-01-24,8.2,1.6,0.4,23.3,51
2015-01-25,8.6,-0.6,0.0,19.2,3
2015-01-26,8.9,3.1,0.7,21.5,51
2015-01-27,7.8,2.5,0.0,15.9,3
2015-01-28,9.4,2.8,0.2,42.3,51
2015-01-29,4.5,1.9,1.8,27.6,71
2015-01-30,6.4,1.1,0.7,30.2,51
2015-01-31,5.8,0.6,2.2,26.1,71
2015-02-01,5.1,-1.7,0.0,26.4,3
2015-02-02,3.4,-3.3,0.1,11.5,51
2015-02-03,3.6,-1.2,0.0,21.9,3
2015-02-04,4.3,-0.9,0.0,20.7,3
2015-02-05,5.3,-1.0,0.4,23.4,51
2015-02-06,4.3,-1.5,0.0,27.6,3
2015-02-07,6.0,-0.4,0.0,19.2,3
2015-02-08,7.0,-0.6,0.0,12.0,3
2015-02-09,7.1,-1.0,0.0,9.8,2
2015-02-10,4.6,0.7,0.0,8.4,3
2015-02-11,5.6,2.8,0.1,9.7,51
2015-02-12,4.5,1.2,0.0,13.5,3
2015-02-13,8.8,3.4,7.2,28.5,61
2015-02-14,8.5,0.8,0.0,15.1,3
2015-02-15,8.0,4.4,0.0,14.1,3
2015-02-16,7.8,3.2,6.3,17.6,55
2015-02-17,8.2,-0.6,0.0,14.1,3
2015-02-18,8.7,1.8,0.0,21.4,3
2015-02-19,8.3,5.6,8.3,26.5,61
2015-02-20,7.1,2.9,1.2,13.2,51
2015-02-21,6.7,0.6,0.2,17.7,51
2015-02-22,9.1,-1.7,9.1,36.3,61
2015-02-23,7.4,3.4,3.0,33.5,71
2015-02-24,7.5,4.3,0.1,34.5,51
2015-02-25,11.3,5.5,0.6,15.1,51
2015-02-26,10.3,3.1,2.2,24.0,53
2015-02-27,7.6,1.0,0.0,20.3,3
2015-02-28,10.4,5.0,2.4,31.4,53
2015-03-01,9.7,3.5,2.0,33.5,55
2015-03-02,7.0,3.1,0.5,28.8,51
2015-03-03,6.9,3.0,0.8,27.3,51
2015-03-04,9.0,1.9,0.0,25.8,2
2015-03-05,9.2,-0.7,0.0,22.4,3
2015-03-06,10.3,3.8,0.0,23.7,3
2015-03-07,13.3,6.5,0.0,23.2,3
2015-03-08,10.9,4.9,0.2,20.8,51
2015-03-09,10.4,2.0,1.2,27.3,53
2015-03-10,10.3,1.2,0.0,11.6,3
2015-03-11,10.5,2.8,0.2,25.6,51
2015-03-12,12.1,6.5,0.4,21.5,51
2015-03-13,7.4,2.5,11.1,26.1,73
2015-03-14,7.3,1.3,0.0,21.8,3
2015-03-15,8.2,3.8,0.2,23.8,51
2015-03-16,8.5,3.6,1.9,18.8,53
2015-03-17,10.0,0.9,0.0,9.4,3
2015-03-18,10.1,1.5,0.0,15.3,3
2015-03-19,9.1,3.5,0.0,18.6,3
2015-03-20,12.6,3.5,0.0,12.6,3
2015-03-21,8.8,4.8,0.0,19.7,3
2015-03-22,8.6,2.4,0.0,13.1,3
2015-03-23,8.9,0.7,0.8,14.3,51
2015-03-24,9.0,0.7,3.2,15.4,61
2015-03-25,8.7,-1.3,0.0,11.2,3
2015-03-26,11.6,3.6,7.0,27.0,73
2015-03-27,9.2,0.7,0.0,13.7,3
2015-03-28,11.8,7.6,0.6,32.2,51
2015-03-29,11.5,8.0,3.2,47.4,53
2015-03-30,10.5,4.9,0.8,41.8,51
2015-03-31,11.0,5.4,0.3,48.5,51
2015-04-01,8.8,3.7,0.4,30.6,51
2015-04-02,9.5,6.5,0.6,27.9,51
2015-04-03,11.0,7.6,4.5,22.5,53
2015-04-04,10.8,6.7,0.0,22.0,3
2015-04-05,13.4,4.5,0.2,14.0,51
2015-04-06,15.5,2.7,0.0,13.7,3
2015-04-07,15.1,3.5,0.0,7.6,3
2015-04-08,16.4,4.0,0.0,8.9,3
2015-04-09,16.2,4.6,0.0,10.2,3
2015-04-10,17.9,4.2,0.0,19.2,3
2015-04-11,10.7,5.5,1.0,26.1,53
2015-04-12,13.7,4.1,0.0,35.8,3
2015-04-13,16.0,4.4,0.0,17.1,3
2015-04-14,16.6,6.6,0.0,16.8,3
2015-04-15,18.5,5.9,0.0,14.5,3
2015-04-16,18.7,6.9,0.0,16.8,2
2015-04-17,14.6,6.6,0.0,19.0,3
2015-04-18,14.5,4.5,0.0,26.5,2
2015-04-19,10.7,2.7,0.0,20.6,3
2015-04-20,16.5,4.5,0.0,14.8,3
2015-04-21,16.9,5.2,0.0,17.7,1
2015-04-22,16.8,5.1,0.0,23.2,2
2015-04-23,15.4,5.7,0.0,12.8,3
2015-04-24,15.4,4.4,0.0,20.0,3
2015-04-25,15.4,9.9,2.9,21.3,53
2015-04-26,11.7,6.2,0.2,16.9,51
2015-04-27,10.9,1.7,0.0,21.0,3
2015-04-28,10.3,3.3,0.1,23.0,51
2015-04-29,11.6,6.6,2.4,24.3,53
2015-04-30,12.8,6.1,0.1,20.2,51
2015-05-01,11.4,5.3,0.0,22.6,3
2015-05-02,12.7,5.9,0.0,21.9,3
2015-05-03,15.5,10.7,7.6,25.2,53
2015-05-04,15.2,9.2,6.4,24.7,61
2015-05-05,13.6,9.5,8.6,42.5,63
2015-05-06,12.8,8.0,4.2,39.7,55
2015-05-07,13.7,8.0,0.0,19.5,3
2015-05-08,13.2,6.8,3.2,23.6,61
2015-05-09,14.0,8.9,0.5,28.0,51
2015-05-10,15.1,7.6,0.0,24.1,3
2015-05-11,17.0,10.8,0.2,23.6,51
2015-05-12,14.0,8.1,0.3,31.6,51
2015-05-13,16.5,4.8,0.0,10.5,2
2015-05-14,10.0,8.6,14.8,24.6,63
2015-05-15,14.1,7.1,0.0,17.3,3
2015-05-16,13.7,8.7,0.0,20.0,3
2015-05-17,13.0,6.1,0.0,19.4,3
2015-05-18,12.4,8.3,11.4,30.9,63
2015-05-19,12.1,6.9,3.5,27.8,53
2015-05-20,13.7,5.3,0.4,20.4,51
2015-05-21,15.3,7.5,0.0,20.0,2
2015-05-22,17.3,7.9,0.5,15.1,51
2015-05-23,17.9,10.8,0.0,13.9,3
2015-05-24,16.7,9.5,1.3,16.4,55
2015-05-25,15.0,8.2,0.0,10.6,3
2015-05-26,16.5,10.3,0.0,13.4,3
2015-05-27,17.0,7.3,0.0,23.5,3
